area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Total,Census Place,0800925,Akron,"Akron, CO",977,R,Unlicensed Fixed Wireless,1.000000000,1.000000000,0.020470829,0.020470829,0,0
Total,Census Place,0800925,Akron,"Akron, CO",977,B,Unlicensed Fixed Wireless,1.000000000,1.000000000,0.020470829,0.020470829,0,0
Total,Census Place,0800925,Akron,"Akron, CO",977,R,Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.541453429
Total,Census Place,0800925,Akron,"Akron, CO",977,B,Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.541453429
Total,Census Place,0800925,Akron,"Akron, CO",977,R,Other,0,0,0,0,0.000000000,0
Total,Census Place,0800925,Akron,"Akron, CO",977,B,Other,0.000000000,0,0,0,0,0
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.998987239,0.320032408
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.987441766,0.322665586
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,R,All Wired,0.991695362,0.931334819,0.914117885,0.907028560,0.907028560,0.320032408
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,B,All Wired,0.943487948,0.662345554,0.522989670,0.490783877,0.490783877,0.322665586
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,0.998987239,0.320032408
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,0.987441766,0.322665586
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.996354061,0.907028560,0.320032408
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.998784687,0.490783877,0.322665586
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,R,Copper,0.868341098,0.317399230,0.061575856,0,0,0.000000000
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,B,Copper,0.868341098,0.317399230,0.061575856,0,0,0.000000000
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,R,Cable/Fiber,0.907028560,0.907028560,0.907028560,0.907028560,0.907028560,0.320032408
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,B,Cable/Fiber,0.490783877,0.490783877,0.490783877,0.490783877,0.490783877,0.322665586
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,R,Cable,0.822159206,0.822159206,0.822159206,0.822159206,0.822159206,0
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,B,Cable,0.273040308,0.273040308,0.273040308,0.273040308,0.273040308,0
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,R,Fiber,0.320032408,0.320032408,0.320032408,0.320032408,0.320032408,0.320032408
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,B,Fiber,0.326311525,0.326311525,0.326311525,0.326311525,0.326311525,0.322665586
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0.000000000,0,0
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,R,All Fixed Wireless,1.000000000,1.000000000,1.000000000,0.999797448,0.984808588,0.000000000
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,B,All Fixed Wireless,1.000000000,1.000000000,1.000000000,0.999797448,0.984808588,0
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,R,Unlicensed Fixed Wireless,0.984808588,0.984808588,0.984808588,0.984808588,0.984808588,0
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,B,Unlicensed Fixed Wireless,0.984808588,0.984808588,0.984808588,0.984808588,0.984808588,0.000000000
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,R,Licensed Fixed Wireless,0.999797448,0.999797448,0.999797448,0.949564513,0,0
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,B,Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.911079603,0,0.000000000
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,R,Other,0.000000000,0,0,0,0,0
Total,Census Place,0801090,Alamosa,"Alamosa, CO",4937,B,Other,0,0,0.000000000,0,0,0
Total,Census Place,0801145,Alamosa East,"Alamosa East, CO",698,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,0801145,Alamosa East,"Alamosa East, CO",698,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,0801145,Alamosa East,"Alamosa East, CO",698,R,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,0801145,Alamosa East,"Alamosa East, CO",698,B,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,0801145,Alamosa East,"Alamosa East, CO",698,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,0801145,Alamosa East,"Alamosa East, CO",698,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,0801145,Alamosa East,"Alamosa East, CO",698,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,0801145,Alamosa East,"Alamosa East, CO",698,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,0801145,Alamosa East,"Alamosa East, CO",698,R,Copper,0.886819484,0.371060172,0.008595989,0,0,0.000000000
Total,Census Place,0801145,Alamosa East,"Alamosa East, CO",698,B,Copper,0.886819484,0.371060172,0.008595989,0,0.000000000,0
